maDiaDiem,tenDiaDiem,moTa,diaChi,maTinhThanh,loaiDiaDiem,viDo,kinhDo,giaVe,gioMoCua,gioDongCua,dienThoai,website,danhGiaTrungBinh,soLuotDanhGia,soLuotXem,maNguoiTao,ngayTao,lanCapNhatCuoi,trangThai,dacDiem,tienNghi
363,Nhà hàng Sao Mai,,"41A, Đường 3/2, Quận Ninh Kiều, Thành phố Cần Thơ",59,nha_hang,0.0,0.0,0.0,,,02923845888,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2592"", ""email"": """", ""item_id"": ""2592"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
364,Nhà hàng Đại Dương,,"12 Lê Lợi, Quận Ninh Kiều, Thành phố Cần Thơ",59,nha_hang,0.0,0.0,0.0,,,02923845888,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2591"", ""email"": """", ""item_id"": ""2591"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
365,Nhà hàng Kaiserin,,"K36 Võ Thị Sáu, Thành phố Biên Hòa, Đồng Nai",16,nha_hang,0.0,0.0,0.0,,,02510915767376,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2590"", ""email"": """", ""item_id"": ""2590"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
366,Nhà hàng Ngọc Cảnh,,"390 Nguyen Ai Quoc, Thành phố Biên Hòa, Đồng Nai",16,nha_hang,0.0,0.0,0.0,,,02510938670088,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2589"", ""email"": """", ""item_id"": ""2589"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
367,Nhà hàng Sông Tràm,,"224/24 Phạm Văn Thuận, Tam Hiệp, Thành phố Biên Hòa, Đồng Nai",16,nha_hang,0.0,0.0,0.0,,,02510917305388,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2588"", ""email"": """", ""item_id"": ""2588"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
368,Nhà hàng Việt Phố,,"63/21A Võ Thị Sáu, KP1, Trấn Biên, Thành phố Biên Hòa, Đồng Nai",16,nha_hang,0.0,0.0,0.0,,,02513680024,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2587"", ""email"": """", ""item_id"": ""2587"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
369,Nhà hàng Gió,,"92 Võ Thị Sáu, Tổ 7, Khu phố 7, Thành phố Biên Hòa, Đồng Nai",16,nha_hang,0.0,0.0,0.0,,,02510915852506,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2586"", ""email"": """", ""item_id"": ""2586"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
370,Nhà hàng sinh thái Bàu Sen,,"Quốc lộ N2, Tháp Mười, Huyện Tháp Mười",22,nha_hang,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2585"", ""email"": """", ""item_id"": ""2585"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
371,Nhà hàng Sếu Đỏ Cao Lãnh,,"Số 10 Quốc lộ 30, Mỹ Trà, Thành phố Cao Lãnh",17,nha_hang,0.0,0.0,0.0,,,0919108801,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2583"", ""email"": """", ""item_id"": ""2583"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
372,Ẩm thực Thuyền Buồm,,"422-424 Trần Hưng Đạo, Thành phố Cao Lãnh",17,nha_hang,0.0,0.0,0.0,,,0979042222,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2581"", ""email"": """", ""item_id"": ""2581"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
373,Việt Hàn Quán,,"Khu đô thị Vườn Xanh, Khối 7, Huyện Đô Lương, Nghệ An",37,nha_hang,0.0,0.0,0.0,,,02380963906908,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2580"", ""email"": """", ""item_id"": ""2580"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
374,Nhà hàng Sành Sứ,,"Yên Sơn, Huyện Đô Lương, Nghệ An",37,nha_hang,0.0,0.0,0.0,,,02380914349777,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2579"", ""email"": """", ""item_id"": ""2579"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
375,Nhà hàng Quán Xưa 102,,"Xóm 3, Huyện Đô Lương, Nghệ An",37,nha_hang,0.0,0.0,0.0,,,02380976134678,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2578"", ""email"": """", ""item_id"": ""2578"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
376,Nhà hàng Huynh Đệ,,"Yên Trường, Yên Sơn, Huyện Đô Lương, Nghệ An",37,nha_hang,0.0,0.0,0.0,,,02380981454229,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2577"", ""email"": """", ""item_id"": ""2577"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
377,Nhà hàng Chung Còi,,"Khu đô thị Vườn Xanh, Huyện Đô Lương, Nghệ An",37,nha_hang,0.0,0.0,0.0,,,02380968489345,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2576"", ""email"": """", ""item_id"": ""2576"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
378,Ẩm thực sân vườn Hoàng Yến,,"252 Trần Phú, An Bình, Thị xã Hồng Ngự",0,nha_hang,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2575"", ""email"": """", ""item_id"": ""2575"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
379,Nhà hàng Tú Hảo,,"17 Điện Biên Phủ, Mỹ Trà, Thành phố Cao Lãnh",15,nha_hang,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2574"", ""email"": ""nhahangtuhao@gmail.com"", ""item_id"": ""2574"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
380,Nhà hàng Thành Công,,"Khối 3, Đồng Lộc, Huyện Can Lộc, Hà Tĩnh",22,nha_hang,0.0,0.0,0.0,,,02390916270729,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2573"", ""email"": """", ""item_id"": ""2573"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
381,Nhà hàng Thái Bình,,"42 Nguyễn Huy Oánh, Thành phố Hà Tĩnh, Hà Tĩnh",22,nha_hang,0.0,0.0,0.0,,,02390904958988,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2572"", ""email"": """", ""item_id"": ""2572"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
382,Nhà hàng Nhà Tôi,,"67 Lê Duẩn, Thành phố Hà Tĩnh, Hà Tĩnh",22,nha_hang,0.0,0.0,0.0,,,02390942917678,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2571"", ""email"": """", ""item_id"": ""2571"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
383,Nhà hàng Hàm Nghi,,"36 Hàm Nghi, Thành phố Hà Tĩnh, Hà Tĩnh",22,nha_hang,0.0,0.0,0.0,,,02390985895686,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2570"", ""email"": ""nhahanghamnghi@gmail.com"", ""item_id"": ""2570"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
384,Nhà Hàng Hải sản Bến Xưa,,"Cầu Hộ Độ - Xóm Hạ, Trần Phú, Thành phố Hà Tĩnh, Hà Tĩnh",22,nha_hang,0.0,0.0,0.0,,,02393535999,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2569"", ""email"": """", ""item_id"": ""2569"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
385,Nhà hàng Đại Dương Xanh,,"28 Nguyễn Huy Oánh, Thành phố Hà Tĩnh, Hà Tĩnh",22,nha_hang,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2568"", ""email"": """", ""item_id"": ""2568"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
386,Nhà hàng Biển Quê,,"Thôn 12, Huyện Nghi Xuân, Hà Tĩnh",22,nha_hang,0.0,0.0,0.0,,,02390989179333,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2567"", ""email"": """", ""item_id"": ""2567"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
387,Nhà hàng Sóng Thần,,"đường Hương Giang, Thành Phố Đồng Hới, Quảng Trị",46,nha_hang,0.0,0.0,0.0,,,02323825387,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2566"", ""email"": """", ""item_id"": ""2566"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
388,Nhà hàng Quốc Dũng,,"Đường Trương Pháp, Thành Phố Đồng Hới, Quảng Trị",46,nha_hang,0.0,0.0,0.0,,,02323810071,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2565"", ""email"": """", ""item_id"": ""2565"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
389,Nhà hàng Đức Hạnh,,"Đường Trương Pháp, Thành Phố Đồng Hới, Quảng Trị",46,nha_hang,0.0,0.0,0.0,,,02320934898789,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2564"", ""email"": ""nhahangduchanhqb@gmail.com"", ""item_id"": ""2564"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
390,Nhà hàng nổi Bình Yên,,"Khu vườn Dừa, đường Hương Giang, Thành Phố Đồng Hới, Quảng Trị",46,nha_hang,0.0,0.0,0.0,,,02320903452053,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2563"", ""email"": """", ""item_id"": ""2563"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
391,Nhà hàng nổi Bình Minh,,"Đường Nguyễn Văn Trỗi, Thành Phố Đồng Hới, Quảng Trị",46,nha_hang,0.0,0.0,0.0,,,02323997777,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2562"", ""email"": """", ""item_id"": ""2562"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
392,Nhà hàng Phố Mới,,", Thành phố Cao Bằng, Cao Bằng",12,nha_hang,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2561"", ""email"": """", ""item_id"": ""2561"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
393,Nhà hàng Hiền Tú,,"Ngã tư Nà Cáp, Thành phố Cao Bằng, Cao Bằng",12,nha_hang,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2560"", ""email"": """", ""item_id"": ""2560"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
394,Nhà hàng Huy Linh,,"08, tổ 5, Nùng Trí Cao, Thành phố Cao Bằng, Cao Bằng",12,nha_hang,0.0,0.0,0.0,,,02063888288,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2559"", ""email"": """", ""item_id"": ""2559"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
395,Nhà hàng Ý Hằng,,"60 Lý Thái Tổ, Quảng Trị, Thị xã Quảng Trị",46,nha_hang,0.0,0.0,0.0,,,0774530603,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2558"", ""email"": """", ""item_id"": ""2558"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
396,Nhà hàng Tân Phúc,,"212 Lê Lợi, Nam Đông Hà, Thành phố Đông Hà",22,nha_hang,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2557"", ""email"": """", ""item_id"": ""2557"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
397,Nhà hàng Tân Châu,,"222 Lê Duẩn, Thành phố Đông Hà",22,nha_hang,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2556"", ""email"": ""nhahangtanchau2@gmail.com"", ""item_id"": ""2556"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
398,Nhà hàng Phương Đông BBQ,,"20 Đại Cồ Việt, Nam Đông Hà, Thành phố Đông Hà",22,nha_hang,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2555"", ""email"": ""phuongdong.bbq@gmail.com"", ""item_id"": ""2555"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
399,Nhà hàng Nhất Nướng BBQ,,"6B Duy Tân, Nam Đông Hà, Thành phố Đông Hà",22,nha_hang,0.0,0.0,0.0,,,0974525342,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2554"", ""email"": """", ""item_id"": ""2554"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
400,Tràng Tiền Seafood Huế,,"5 Bến Nghé, Thành phố Huế, Thành phố Huế",64,nha_hang,0.0,0.0,0.0,,,02343879807,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2553"", ""email"": """", ""item_id"": ""2553"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
401,Nhà hàng Ngọc Anh,,"133 Nguyễn Sinh Cung, Vỹ Dạ, Thành phố Huế, Thành phố Huế",64,nha_hang,0.0,0.0,0.0,,,02340945881973,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2552"", ""email"": """", ""item_id"": ""2552"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
402,Nhà hàng Hải sản Bé Thân,,"Đường Nguyễn Văn, Huyện Phú Lộc, Thành phố Huế",64,nha_hang,0.0,0.0,0.0,,,02340366770000,http://nhahangbethan.vn/,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2551"", ""email"": ""haisanbethanlangco@gmail.com"", ""item_id"": ""2551"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
403,Diên Trường Quán,,"09 Đặng Do, gần cầu Diên Trường, Thuận An, Huyện Phú Vang, Thành phố Huế",64,nha_hang,0.0,0.0,0.0,,,02343857810,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2550"", ""email"": """", ""item_id"": ""2550"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
404,Đầm Chuồn Hương Quán,,"Đường Đê Tây Phá Đông, Huyện Phú Vang, Thành phố Huế",64,nha_hang,0.0,0.0,0.0,,,02340935930306,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2549"", ""email"": """", ""item_id"": ""2549"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
405,Nhà hàng dê tươi Thịnh Thành,,"Đường Bờ Sông Đáy, Phù Vân, Thành phố Phủ Lý, Hà Nam",20,nha_hang,0.0,0.0,0.0,,,02260782239898,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2548"", ""email"": """", ""item_id"": ""2548"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
406,Nhà hàng Tam Chúc Hà Nam,,"Chân dốc núi Sẻ, thôn Do Lễ, Huyện Kim Bảng, Hà Nam",20,nha_hang,0.0,0.0,0.0,,,0226923745,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2546"", ""email"": """", ""item_id"": ""2546"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
407,Nhà hàng Thứ Cò Hà Nam,,"60 Lê Công Thanh, Thành phố Phủ Lý, Hà Nam",20,nha_hang,0.0,0.0,0.0,,,02260982316738,http://nhahangthuco.com/,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2545"", ""email"": ""thucohanam@gmail.com"", ""item_id"": ""2545"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
408,Nhà hàng Dê Minh Đức,,"586 Trần Phú, Thị xã Từ Sơn",0,nha_hang,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2547"", ""email"": """", ""item_id"": ""2547"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
409,Nhà hàng Hương Mãn Lầu,,"44 Nguyễn Văn Cừ, Thành phố Bắc Ninh",5,nha_hang,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2544"", ""email"": """", ""item_id"": ""2544"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
410,Nhà hàng Bắc Ninh Sala,,"Nguyễn Bá Tuấn, Kinh Bắc, Thành phố Bắc Ninh",5,nha_hang,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2543"", ""email"": """", ""item_id"": ""2543"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
411,Nhà hàng Tùng Xẻo,,"108 Lạc Long Quân, Thành phố Bắc Ninh",5,nha_hang,0.0,0.0,0.0,,,,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2542"", ""email"": """", ""item_id"": ""2542"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
412,Nhà hàng Sen Vàng,,"Khu đô thị Bờ Tây sông Đáy , Phù Vân, Thành phố Phủ Lý, Hà Nam",20,nha_hang,0.0,0.0,0.0,,,02260868622668,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2541"", ""email"": """", ""item_id"": ""2541"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
413,Nhà hàng Hiệp An,,"Số 5 phố Bùi Văn Dị, Thành phố Phủ Lý, Hà Nam",20,nha_hang,0.0,0.0,0.0,,,02260978258699,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2540"", ""email"": """", ""item_id"": ""2540"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
414,Nhà hàng Lá cọ 2,,"Núi Cấm, Lý Thường Kiệt, Huyện Kim Bảng, Hà Nam",20,nha_hang,0.0,0.0,0.0,,,0226187777,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2539"", ""email"": """", ""item_id"": ""2539"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
415,Golden BBQ Hà Giang,,"42A Nguyễn Văn Linh, Thành phố Hà Giang, Hà Giang",19,nha_hang,0.0,0.0,0.0,,,02190943912992,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2538"", ""email"": """", ""item_id"": ""2538"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
416,Cappuccino cafe Hà Giang,,"108 Nguyễn Du, Hà Giang 1, Thành phố Hà Giang, Hà Giang",19,nha_hang,0.0,0.0,0.0,,,02190834158998,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2537"", ""email"": """", ""item_id"": ""2537"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
417,Nhà hàng Nam Hoa Viên,,"100 Tiểu La, Quận Hải Châu, Thành phố Đà Nẵng",60,nha_hang,0.0,0.0,0.0,,,02363509448,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2536"", ""email"": """", ""item_id"": ""2536"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
418,Nhà hàng Mỹ Hạnh,,"Lô 17-18 Hoàng Sa, An Hải, Quận Sơn Trà, Thành phố Đà Nẵng",60,nha_hang,0.0,0.0,0.0,,,02363831494,https://myhanhseafood.vn/,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2535"", ""email"": ""cskh@myhanhseafood.com.vn"", ""item_id"": ""2535"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
419,Mỳ Quảng Ếch Bếp Trang,,"441 Ông Ích Khiêm, Quận Hải Châu, Thành phố Đà Nẵng",60,nha_hang,0.0,0.0,0.0,,,02366277771,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2534"", ""email"": """", ""item_id"": ""2534"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
420,Nhà hàng Memory Lounge,,"7 Bạch Đằng, Quận Hải Châu, Thành phố Đà Nẵng",60,nha_hang,0.0,0.0,0.0,,,02363575899,,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2533"", ""email"": """", ""item_id"": ""2533"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
421,Nhà hàng Limoncello,,"187 Trần Phú, Hải Châu, Quận Hải Châu, Thành phố Đà Nẵng",60,nha_hang,0.0,0.0,0.0,,,02363561064,https://limoncellovn.com/,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2532"", ""email"": """", ""item_id"": ""2532"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
422,Nhà hàng Lam Viên,,"88 Trần Văn Dư, Bắc Mỹ An, Quận Ngũ Hành Sơn, Thành phố Đà Nẵng",60,nha_hang,0.0,0.0,0.0,,,02363959171,http://lamviendanang.com/,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2531"", ""email"": ""lamvienrestaurant196@gmail.com"", ""item_id"": ""2531"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
423,Nhà hàng Fatfish,,"439 Trần Hưng Đạo, Quận Sơn Trà, Thành phố Đà Nẵng",60,nha_hang,0.0,0.0,0.0,,,02363945707,https://fatfishrestaurant.com/,0.0,0,0,,2026-05-27 16:38:12,2026-05-27 16:38:12,active,"{""category"": ""rest"", ""detail_url"": ""https://csdl.vietnamtourism.gov.vn/rest/?item=2530"", ""email"": ""reservation@fatfishrestaurant.com"", ""item_id"": ""2530"", ""source"": ""csdl.vietnamtourism.gov.vn""}",
